Host 	 Total Query 	 Success
mv15 	 0 	 0
mv16 	 0 	 0
mv9 	 1 	 1
mv1 	 1 	 1
mv4 	 0 	 0
mv6 	 3 	 2
mv5 	 2 	 2
mv13 	 0 	 0
mv17 	 0 	 0
mv18 	 0 	 0
mv2 	 2 	 2
mv10 	 0 	 0
mv7 	 2 	 2
mv14 	 0 	 0
mv8 	 1 	 1
mv19 	 0 	 0
mv12 	 0 	 0
mv11 	 0 	 0
mv3 	 2 	 2
mv20 	 0 	 0
st20 	 4 	 3
21 	 18 	 16 	 259200.00001059953 	 20000000 	 2
