Host 	 Total Query 	 Success
mv1 	 1 	 1
st20 	 4 	 3
mv24 	 0 	 0
mv14 	 0 	 0
mv23 	 0 	 0
mv25 	 0 	 0
mv11 	 0 	 0
mv10 	 0 	 0
mv12 	 0 	 0
mv15 	 0 	 0
mv13 	 0 	 0
mv5 	 2 	 2
mv21 	 0 	 0
mv2 	 2 	 2
mv3 	 2 	 2
mv6 	 3 	 2
mv4 	 0 	 0
mv16 	 0 	 0
mv8 	 1 	 1
mv18 	 0 	 0
mv19 	 0 	 0
mv17 	 0 	 0
mv20 	 0 	 0
mv9 	 1 	 1
mv7 	 2 	 2
mv22 	 0 	 0
26 	 18 	 16 	 302400.00000139803 	 25000000 	 3
