Host 	 Total Query 	 Success
mv12 	 0 	 0
mv8 	 1 	 1
mv17 	 0 	 0
mv24 	 0 	 0
mv18 	 0 	 0
mv16 	 0 	 0
mv20 	 0 	 0
mv23 	 0 	 0
mv6 	 3 	 2
mv13 	 0 	 0
mv19 	 0 	 0
mv2 	 2 	 1
mv26 	 0 	 0
mv27 	 0 	 0
mv25 	 0 	 0
mv7 	 2 	 1
mv22 	 0 	 0
mv21 	 0 	 0
mv4 	 0 	 0
mv28 	 0 	 0
mv10 	 0 	 0
mv30 	 0 	 0
mv3 	 2 	 0
mv5 	 2 	 1
mv14 	 0 	 0
st20 	 4 	 3
mv11 	 0 	 0
mv9 	 1 	 1
mv1 	 1 	 0
mv15 	 0 	 0
mv29 	 0 	 0
31 	 18 	 10 	 86400.00000054126 	 2000000 	 3
