Host 	 Total Query 	 Success
neighborhood0 	 0 	 0 	 0.0
neighborhood1 	 0 	 0 	 0.0
neighborhood2 	 0 	 0 	 0.0
neighborhood3 	 0 	 0 	 0.0
neighborhood4 	 0 	 0 	 0.0
neighborhood5 	 0 	 0 	 0.0
neighborhood6 	 0 	 0 	 0.0
neighborhood7 	 0 	 0 	 0.0
neighborhood8 	 0 	 0 	 0.0
neighborhood9 	 0 	 0 	 0.0
house10 	 0 	 0 	 0.0
house11 	 1 	 0 	 0.0
house12 	 0 	 0 	 0.0
house13 	 1 	 1 	 0.0
house14 	 0 	 0 	 0.0
house15 	 2 	 0 	 0.0
house16 	 0 	 0 	 0.0
house17 	 0 	 0 	 0.0
house18 	 1 	 1 	 0.0
house19 	 2 	 0 	 0.0
house20 	 3 	 3 	 0.0
house21 	 1 	 1 	 0.0
house22 	 0 	 0 	 0.0
house23 	 1 	 1 	 0.0
house24 	 1 	 0 	 0.0
house25 	 2 	 0 	 0.0
house26 	 0 	 0 	 0.0
house27 	 0 	 0 	 0.0
house28 	 1 	 1 	 0.0
house29 	 0 	 0 	 0.0
house30 	 3 	 3 	 0.0
house31 	 0 	 0 	 0.0
house32 	 0 	 0 	 0.0
house33 	 1 	 0 	 0.0
house34 	 6 	 0 	 0.0
house35 	 0 	 0 	 0.0
house36 	 0 	 0 	 0.0
house37 	 5 	 0 	 0.0
house38 	 1 	 1 	 0.0
house39 	 2 	 2 	 0.0
house40 	 1 	 0 	 0.0
house41 	 5 	 0 	 0.0
house42 	 1 	 1 	 0.0
house43 	 6 	 6 	 0.0
house44 	 2 	 0 	 0.0
house45 	 2 	 2 	 0.0
house46 	 3 	 0 	 0.0
house47 	 2 	 2 	 0.0
house48 	 5 	 0 	 0.0
house49 	 2 	 2 	 0.0
house50 	 0 	 0 	 0.0
house51 	 0 	 0 	 0.0
house52 	 0 	 0 	 0.0
house53 	 2 	 2 	 0.0
house54 	 1 	 1 	 0.0
house55 	 1 	 1 	 0.0
house56 	 1 	 1 	 0.0
house57 	 0 	 0 	 0.0
house58 	 0 	 0 	 0.0
house59 	 6 	 6 	 0.0
house60 	 0 	 0 	 0.0
house61 	 0 	 0 	 0.0
house62 	 1 	 0 	 0.0
house63 	 0 	 0 	 0.0
house64 	 0 	 0 	 0.0
house65 	 5 	 0 	 0.0
house66 	 1 	 0 	 0.0
house67 	 2 	 2 	 0.0
house68 	 0 	 0 	 0.0
house69 	 1 	 1 	 0.0
house70 	 0 	 0 	 0.0
house71 	 3 	 3 	 0.0
house72 	 1 	 1 	 0.0
house73 	 2 	 2 	 0.0
house74 	 0 	 0 	 0.0
house75 	 3 	 3 	 0.0
house76 	 1 	 0 	 0.0
house77 	 3 	 0 	 0.0
house78 	 0 	 0 	 0.0
house79 	 0 	 0 	 0.0
house80 	 0 	 0 	 0.0
house81 	 2 	 2 	 0.0
house82 	 0 	 0 	 0.0
house83 	 1 	 1 	 0.0
house84 	 1 	 0 	 0.0
house85 	 0 	 0 	 0.0
house86 	 0 	 0 	 0.0
house87 	 1 	 1 	 0.0
house88 	 3 	 3 	 0.0
house89 	 1 	 1 	 0.0
house90 	 1 	 0 	 0.0
house91 	 1 	 0 	 0.0
house92 	 1 	 0 	 0.0
house93 	 3 	 0 	 0.0
house94 	 0 	 0 	 0.0
house95 	 1 	 1 	 0.0
house96 	 4 	 4 	 0.0
house97 	 2 	 0 	 0.0
house98 	 1 	 0 	 0.0
house99 	 0 	 0 	 0.0
house100 	 0 	 0 	 0.0
house101 	 0 	 0 	 0.0
house102 	 1 	 0 	 0.0
house103 	 0 	 0 	 0.0
house104 	 2 	 2 	 0.0
house105 	 0 	 0 	 0.0
house106 	 0 	 0 	 0.0
house107 	 0 	 0 	 0.0
house108 	 4 	 4 	 0.0
house109 	 0 	 0 	 0.0
reliefcenter110 	 1 	 1 	 0.0
reliefcenter111 	 0 	 0 	 0.0
reliefcenter112 	 0 	 0 	 0.0
reliefcenter113 	 1 	 1 	 0.0
reliefcenter114 	 1 	 1 	 0.0
reliefcenter115 	 0 	 0 	 0.0
reliefcenter116 	 0 	 0 	 0.0
reliefcenter117 	 6 	 6 	 0.0
reliefcenter118 	 2 	 0 	 0.0
mainreliefcenter119 	 2 	 2 	 0.0
mainreliefcenter120 	 2 	 2 	 0.0
policestation121 	 0 	 0 	 0.0
publicworks122 	 1 	 1 	 0.0
evacuation123 	 2 	 2 	 0.0
evacuation124 	 1 	 1 	 0.0
evacuation125 	 0 	 0 	 0.0
evacuation126 	 4 	 4 	 0.0
evacuation127 	 3 	 3 	 0.0
medical128 	 1 	 1 	 0.0
medical129 	 1 	 1 	 0.0
supply130 	 1 	 0 	 0.0
supply131 	 0 	 0 	 0.0
supply132 	 1 	 1 	 0.0
supply133 	 6 	 0 	 0.0
supply134 	 0 	 0 	 0.0
supply135 	 9 	 0 	 0.0
supply136 	 2 	 2 	 0.0
supply137 	 0 	 0 	 0.0
supply138 	 0 	 0 	 0.0
supply139 	 0 	 0 	 0.0
supply140 	 1 	 0 	 0.0
supply141 	 1 	 1 	 0.0
supply142 	 1 	 1 	 0.0
supply143 	 2 	 2 	 0.0
supply144 	 2 	 2 	 0.0
supply145 	 2 	 2 	 0.0
supply146 	 3 	 3 	 0.0
supply147 	 1 	 1 	 0.0
supply148 	 0 	 0 	 0.0
supply149 	 0 	 0 	 0.0
emergency150 	 4 	 4 	 0.0
emergency151 	 0 	 0 	 0.0
emergency152 	 1 	 1 	 0.0
emergency153 	 1 	 1 	 0.0
repairer154 	 0 	 0 	 0.0
rescue155 	 2 	 2 	 0.0
rescue156 	 1 	 1 	 0.0
rescue157 	 2 	 2 	 0.0
rescue158 	 0 	 0 	 0.0
rescue159 	 1 	 1 	 0.0
rescue160 	 1 	 1 	 0.0
rescue161 	 2 	 2 	 0.0
rescue162 	 3 	 3 	 0.0
rescue163 	 1 	 1 	 0.0
rescue164 	 3 	 3 	 0.0
rescue165 	 0 	 0 	 0.0
rescue166 	 0 	 0 	 0.0
rescue167 	 0 	 0 	 0.0
rescue168 	 0 	 0 	 0.0
rescue169 	 1 	 0 	 0.0
rescue170 	 1 	 1 	 0.0
rescue171 	 5 	 5 	 0.0
rescue172 	 0 	 0 	 0.0
rescue173 	 0 	 0 	 0.0
rescue174 	 4 	 4 	 0.0
rescue175 	 2 	 2 	 0.0
rescue176 	 1 	 1 	 0.0
rescue177 	 2 	 0 	 0.0
rescue178 	 0 	 0 	 0.0
rescue179 	 7 	 7 	 0.0
rescue180 	 1 	 1 	 0.0
rescue181 	 3 	 3 	 0.0
rescue182 	 2 	 0 	 0.0
rescue183 	 0 	 0 	 0.0
rescue184 	 0 	 0 	 0.0
rescue185 	 2 	 2 	 0.0
rescue186 	 0 	 0 	 0.0
rescue187 	 1 	 1 	 0.0
rescue188 	 0 	 0 	 0.0
rescue189 	 0 	 0 	 0.0
rescue190 	 0 	 0 	 0.0
rescue191 	 0 	 0 	 0.0
rescue192 	 1 	 1 	 0.0
rescue193 	 4 	 0 	 0.0
rescue194 	 1 	 1 	 0.0
policepatrol195 	 5 	 5 	 0.0
policepatrol196 	 0 	 0 	 0.0
policepatrol197 	 3 	 3 	 0.0
policepatrol198 	 3 	 3 	 0.0
policepatrol199 	 3 	 3 	 0.0
people200 	 2 	 0 	 0.0
people201 	 3 	 3 	 0.0
people202 	 0 	 0 	 0.0
people203 	 2 	 0 	 0.0
people204 	 5 	 0 	 0.0
people205 	 1 	 0 	 0.0
people206 	 4 	 4 	 0.0
people207 	 0 	 0 	 0.0
people208 	 0 	 0 	 0.0
people209 	 1 	 1 	 0.0
people210 	 0 	 0 	 0.0
people211 	 3 	 3 	 0.0
people212 	 0 	 0 	 0.0
people213 	 3 	 3 	 0.0
people214 	 1 	 1 	 0.0
people215 	 0 	 0 	 0.0
people216 	 3 	 0 	 0.0
people217 	 0 	 0 	 0.0
people218 	 4 	 4 	 0.0
people219 	 0 	 0 	 0.0
people220 	 0 	 0 	 0.0
people221 	 1 	 0 	 0.0
people222 	 5 	 5 	 0.0
people223 	 0 	 0 	 0.0
people224 	 0 	 0 	 0.0
225 	 299 	 199 	 0.0 	 84600.00000043648 	 100000000 	 2
